customer_id,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,escalations,csat_score,email_open_rate,marketing_click_rate,nps_score,referral_count,churn,gender,age,country,city,customer_segment,signup_channel,contract_type,tenure_months,complaint_type,survey_response,low_engagement,inactive,high_support,billing_issues,risk_score,churn_risk_segment,churn_probability,churn_flag,recommended_action
cust_00011,31,6,4.6509676714748736,7,0.26,27,30,1380,1,no,no,2,11.368769460848384,0,5.0,0.41,0.18,18,1,0,male,60,australia,new york,individual,referral,yearly,46,service,neutral,False,False,False,False,0,Low Risk,0.5081586791704492,1,Monitor Closely
cust_00012,24,2,10.223439800416369,6,0.04,9,20,280,0,no,yes,2,49.72450588691105,0,4.0,0.3,0.17,77,0,0,male,54,bangladesh,dhaka,enterprise,web,monthly,14,service,satisfied,False,False,False,False,0,Low Risk,0.37011230430607894,0,No Action
cust_00013,28,4,15.369837667741278,5,0.34,0,50,2050,1,no,no,1,24.467867747682483,0,2.0,0.36,0.26,19,1,0,male,65,bangladesh,london,individual,web,monthly,41,no complaint,satisfied,False,False,False,False,0,Low Risk,0.44051087944187534,1,Monitor Closely
cust_00014,19,6,13.991212386315038,4,0.22,4,30,1440,1,no,yes,1,26.919822247328252,0,3.0,0.55,0.26,-16,0,0,male,24,germany,dhaka,individual,referral,monthly,48,service,neutral,False,False,False,False,0,Low Risk,0.4986956778720576,1,Monitor Closely
cust_00015,32,7,9.025836761320804,9,0.0,5,30,60,2,no,no,2,30.95588452025188,0,3.0,0.21,0.19,55,1,0,female,22,germany,delhi,individual,referral,yearly,2,no complaint,neutral,False,False,False,True,1,Medium Risk,0.5280110037739573,1,Targeted Offer / Discount
cust_00016,14,2,16.185839364714774,4,0.11,20,20,280,1,no,no,0,42.7623883351522,0,4.0,0.71,0.36,-30,1,0,male,28,usa,toronto,enterprise,mobile,monthly,14,technical,satisfied,True,False,False,False,1,Medium Risk,0.5605592996455147,1,Targeted Offer / Discount
cust_00017,1,7,17.421436539865446,7,-0.08,12,30,120,0,yes,no,1,36.61299125758428,0,3.0,0.32,0.13,3,0,1,female,32,australia,new york,individual,web,monthly,4,no complaint,unsatisfied,True,False,False,False,1,Medium Risk,0.5473831906438306,1,Targeted Offer / Discount
cust_00018,9,0,18.70103140272973,7,-0.03,0,70,210,1,yes,no,2,41.268949169905504,0,3.0,0.61,0.47,60,2,0,female,20,australia,dhaka,individual,referral,yearly,3,technical,satisfied,True,False,False,False,1,Medium Risk,0.5920764725813985,1,Targeted Offer / Discount
cust_00019,21,7,20.333383249273233,7,0.0,0,30,90,0,yes,yes,1,40.22396316663823,0,4.0,0.89,0.41,23,2,0,female,22,germany,toronto,individual,web,yearly,3,service,satisfied,False,False,False,False,0,Low Risk,0.3452078966975296,0,No Action
cust_00020,22,1,10.63221144303896,2,-0.11,0,10,110,0,no,no,4,15.011731251479317,1,3.0,0.21,0.2,61,2,0,male,40,uk,sydney,individual,web,monthly,11,technical,neutral,False,False,True,False,1,Medium Risk,0.4035356115753839,1,Targeted Offer / Discount
cust_00021,21,7,22.010395319376588,6,0.05,0,30,150,1,no,no,0,32.14156915876213,0,3.0,0.32,0.3,-12,1,0,female,70,uk,london,individual,mobile,quarterly,5,no complaint,neutral,False,False,False,False,0,Low Risk,0.46359389773567067,1,Monitor Closely
cust_00022,32,6,14.493707850010871,2,-0.28,3,10,480,2,no,yes,0,18.325894230925428,2,5.0,0.81,0.36,25,1,0,male,54,usa,london,sme,web,monthly,48,no complaint,satisfied,False,False,False,True,1,Medium Risk,0.5281777155186046,1,Targeted Offer / Discount
cust_00023,21,5,20.270804267021244,3,0.04,2,70,3850,0,yes,no,2,22.11248788096376,1,4.0,0.85,0.41,22,0,0,female,26,uk,sydney,sme,web,quarterly,55,technical,satisfied,False,False,False,False,0,Low Risk,0.41988564417691143,1,Monitor Closely
cust_00024,23,2,10.579038891079623,3,-0.04,16,30,870,1,no,no,0,7.510576743122932,0,4.0,0.62,0.14,18,0,0,female,32,uk,toronto,individual,referral,monthly,29,technical,satisfied,False,False,False,False,0,Low Risk,0.5496006164045112,1,Monitor Closely
cust_00025,29,1,27.014611022290183,3,0.13,11,50,1400,1,no,no,1,22.870343209463655,0,2.0,0.57,0.44,-3,0,0,female,20,uk,dhaka,sme,web,monthly,28,billing,satisfied,False,False,False,False,0,Low Risk,0.4878081862332205,1,Monitor Closely
cust_00026,3,2,18.530485715499985,5,-0.05,1,10,230,1,no,no,3,28.12195843508985,1,3.0,0.83,0.5,44,2,0,female,46,canada,new york,sme,referral,quarterly,23,billing,neutral,True,False,True,False,2,Medium Risk,0.645436525134656,1,Targeted Offer / Discount
cust_00027,27,6,15.788155628849376,6,0.06,8,20,600,1,yes,no,3,13.018917488324975,1,1.0,0.67,0.28,4,1,0,female,23,usa,toronto,enterprise,referral,quarterly,30,no complaint,neutral,False,False,True,False,1,Medium Risk,0.49422683179975263,1,Targeted Offer / Discount
cust_00028,33,2,6.510632970876996,5,-0.03,28,30,690,0,no,no,0,28.82301279621892,0,3.0,0.31,0.38,68,1,0,female,34,germany,new york,individual,referral,monthly,23,service,unsatisfied,False,False,False,False,0,Low Risk,0.3810553653289029,0,No Action
cust_00029,27,6,22.60695942001968,4,-0.14,8,10,510,1,no,no,0,29.16801122584152,1,4.0,0.23,0.04,34,1,0,female,43,uk,delhi,individual,referral,monthly,51,billing,satisfied,False,False,False,False,0,Low Risk,0.4497462274330637,1,Monitor Closely
cust_00030,23,3,7.405863696755413,4,0.04,6,10,410,0,yes,no,1,27.26873149783884,1,4.0,0.68,0.37,38,0,0,female,38,india,sydney,sme,mobile,yearly,41,no complaint,neutral,False,False,False,False,0,Low Risk,0.4023505380925939,1,Monitor Closely
cust_00031,28,7,30.52033151327268,5,0.03,16,70,1540,0,no,no,1,24.020495392937654,0,5.0,0.58,0.48,-65,1,0,male,25,bangladesh,berlin,individual,mobile,monthly,22,no complaint,neutral,False,False,False,False,0,Low Risk,0.36776828944555073,0,No Action
cust_00032,0,2,20.129207067495116,6,0.16,17,10,430,1,no,no,1,8.215345852025811,1,3.0,0.85,0.37,1,2,0,male,38,canada,new york,individual,referral,quarterly,43,technical,satisfied,True,False,False,False,1,Medium Risk,0.7184750702168877,1,Targeted Offer / Discount
cust_00033,18,4,5.868476305884711,6,0.24,4,30,360,0,no,no,1,19.83159490120358,1,4.0,0.11,0.17,-25,1,0,female,74,uk,london,sme,web,monthly,12,billing,satisfied,False,False,False,False,0,Low Risk,0.4221016894298332,1,Monitor Closely
cust_00034,7,6,16.49188560465506,4,0.36,1,70,1890,2,yes,yes,1,24.546222095797237,1,3.0,0.86,0.47,-36,1,0,female,28,bangladesh,delhi,individual,web,quarterly,27,technical,unsatisfied,True,False,False,True,2,Medium Risk,0.6949014901327264,1,Targeted Offer / Discount
cust_00035,23,4,28.769626145819707,6,0.07,17,10,580,0,no,no,1,24.774432124096364,0,2.0,0.6,0.18,59,0,0,female,55,bangladesh,london,individual,mobile,monthly,58,no complaint,satisfied,False,False,False,False,0,Low Risk,0.4347383294755003,1,Monitor Closely
cust_00036,9,2,14.90516155537365,5,0.08,14,70,4130,1,no,no,0,23.511860369395556,0,3.0,0.52,0.09,74,1,0,male,25,canada,delhi,individual,mobile,monthly,59,billing,neutral,True,False,False,False,1,Medium Risk,0.6365727559190042,1,Targeted Offer / Discount
cust_00037,28,5,12.492295115448368,5,0.06,11,20,800,2,yes,yes,1,26.817294249167233,0,2.0,0.44,0.17,28,0,1,female,59,usa,london,sme,mobile,quarterly,40,billing,neutral,False,False,False,True,1,Medium Risk,0.5700241212053418,1,Targeted Offer / Discount
cust_00038,15,7,17.17599674334633,4,-0.1,6,70,3220,1,no,yes,2,16.19442675664146,0,5.0,0.28,0.31,-12,0,0,male,41,india,toronto,individual,mobile,monthly,46,technical,satisfied,False,False,False,False,0,Low Risk,0.5653041656082047,1,Monitor Closely
cust_00039,7,5,9.71745806085167,4,-0.04,1,30,1470,0,no,no,1,26.0109118945919,0,5.0,0.59,0.44,-51,1,0,male,52,india,dhaka,sme,mobile,quarterly,49,service,satisfied,True,False,False,False,1,Medium Risk,0.4703293801800006,1,Targeted Offer / Discount
cust_00040,10,5,24.339220025023657,3,0.09,15,10,520,1,no,no,1,22.911134363826054,0,2.0,0.29,0.18,30,1,0,male,72,india,toronto,sme,mobile,monthly,52,billing,satisfied,True,False,False,False,1,Medium Risk,0.6074526147399044,1,Targeted Offer / Discount
cust_00041,6,7,9.006143751173141,6,0.2,2,30,450,0,no,no,0,26.211355092281895,1,3.0,0.14,0.22,15,1,0,male,31,uk,toronto,individual,web,monthly,15,technical,neutral,True,False,False,False,1,Medium Risk,0.49486753566625363,1,Targeted Offer / Discount
cust_00042,19,7,18.023546761673483,11,0.2,2,30,1410,1,no,no,0,36.25818442735974,0,3.0,0.6,0.35,55,1,0,male,72,canada,dhaka,individual,web,quarterly,47,billing,unsatisfied,False,False,False,False,0,Low Risk,0.5091229754709549,1,Monitor Closely
cust_00043,26,0,23.754851640109617,5,-0.01,1,30,690,0,no,yes,2,18.49050264088067,0,2.0,0.28,0.02,-5,3,0,female,31,india,delhi,individual,mobile,monthly,23,service,satisfied,False,False,False,False,0,Low Risk,0.3398543854517356,0,No Action
cust_00044,13,4,15.393576161501317,3,-0.1,21,50,2200,0,yes,no,2,37.28779351559047,0,3.0,0.15,0.43,-17,0,0,female,27,bangladesh,delhi,sme,web,monthly,44,service,satisfied,True,False,False,False,1,Medium Risk,0.4922949440253491,1,Targeted Offer / Discount
cust_00045,5,1,24.03688813013394,7,0.24,6,100,4100,0,no,no,0,42.10783620671763,0,4.0,0.56,0.08,9,5,0,female,29,bangladesh,dhaka,individual,referral,monthly,41,billing,unsatisfied,True,False,False,False,1,Medium Risk,0.4664001954963171,1,Targeted Offer / Discount
cust_00046,19,0,13.679665271423076,7,-0.07,1,20,880,1,no,no,1,21.734585848570255,1,4.0,0.76,0.1,17,0,0,female,55,australia,london,enterprise,referral,monthly,44,no complaint,unsatisfied,False,False,False,False,0,Low Risk,0.5450317401696796,1,Monitor Closely
cust_00047,19,1,7.115452536017008,3,-0.17,14,30,570,1,yes,no,2,25.33143315946949,0,4.0,0.58,0.24,87,2,0,female,61,australia,new york,individual,mobile,monthly,19,no complaint,neutral,False,False,False,False,0,Low Risk,0.5512695458588514,1,Monitor Closely
cust_00048,15,6,20.195862385117863,4,0.05,8,10,440,1,no,no,0,30.04901318281916,1,3.0,0.46,0.06,17,3,0,male,72,canada,delhi,individual,referral,monthly,44,service,unsatisfied,False,False,False,False,0,Low Risk,0.5129317994882572,1,Monitor Closely
cust_00049,12,2,17.357794918120742,6,-0.02,14,30,330,2,no,no,1,26.745246493339533,1,2.0,0.72,0.37,-44,1,1,female,63,uk,london,individual,mobile,monthly,11,no complaint,unsatisfied,True,False,False,True,2,Medium Risk,0.7031171139663597,1,Targeted Offer / Discount
cust_00050,32,2,8.29113943673211,7,0.0,10,100,3800,1,yes,yes,2,28.095614598541495,0,3.0,0.86,0.2,47,2,0,female,51,uk,new york,sme,web,yearly,38,technical,unsatisfied,False,False,False,False,0,Low Risk,0.4412422177965274,1,Monitor Closely
cust_00051,14,7,14.39385549280083,2,-0.01,14,20,800,1,no,yes,0,6.585886462154875,0,5.0,0.47,0.26,-11,2,0,male,58,usa,dhaka,individual,mobile,monthly,40,billing,satisfied,True,False,False,False,1,Medium Risk,0.5633715490769292,1,Targeted Offer / Discount
cust_00052,5,2,8.17725801847205,10,0.01,1,50,2150,0,yes,no,2,23.97144827973592,0,3.0,0.58,0.43,52,0,0,female,27,usa,toronto,individual,web,yearly,43,technical,satisfied,True,False,False,False,1,Medium Risk,0.5608771918586754,1,Targeted Offer / Discount
cust_00053,19,4,14.956605683514102,4,0.01,1,20,60,0,no,no,1,14.665058613879632,2,5.0,0.37,0.02,36,0,0,male,34,india,delhi,sme,web,yearly,3,no complaint,neutral,False,False,False,False,0,Low Risk,0.43720312732884103,1,Monitor Closely
cust_00054,25,5,30.97642132313397,4,0.1,6,100,1600,0,no,no,0,19.74267947652703,3,3.0,0.47,0.09,-22,1,0,female,34,germany,berlin,individual,web,monthly,16,technical,unsatisfied,False,False,False,False,0,Low Risk,0.3997475629435777,0,No Action
cust_00055,24,0,21.712668188491953,2,0.04,15,20,640,3,no,no,1,35.654759890488556,1,3.0,0.59,0.15,-3,3,0,male,20,bangladesh,toronto,individual,mobile,monthly,32,technical,neutral,False,False,False,True,1,Medium Risk,0.6834501421751482,1,Targeted Offer / Discount
cust_00056,4,1,19.38887853212307,4,0.01,10,50,1900,1,yes,no,1,28.65533318527303,1,5.0,0.71,0.1,-61,0,0,female,48,usa,sydney,sme,mobile,monthly,38,service,satisfied,True,False,False,False,1,Medium Risk,0.6462878587378988,1,Targeted Offer / Discount
cust_00057,32,6,16.181186299618698,4,0.09,15,50,450,0,no,no,2,30.974051105967675,0,4.0,0.47,0.12,60,0,0,female,68,uk,new york,sme,web,quarterly,9,service,unsatisfied,False,False,False,False,0,Low Risk,0.34469277052181446,0,No Action
cust_00058,22,3,22.34384180539017,5,0.14,4,10,410,0,yes,no,2,23.503369709326435,0,4.0,0.1,0.18,28,0,0,male,18,bangladesh,berlin,individual,web,quarterly,41,service,satisfied,False,False,False,False,0,Low Risk,0.40481735985404194,1,Monitor Closely
cust_00059,25,5,15.542769834235148,5,-0.17,0,50,1900,2,no,yes,1,21.721395796459497,0,2.0,0.61,0.04,29,0,0,male,29,germany,toronto,individual,mobile,quarterly,38,no complaint,unsatisfied,False,False,False,True,1,Medium Risk,0.5708711897071653,1,Targeted Offer / Discount
cust_00060,46,0,2.45188400733597,5,-0.08,1,50,250,0,no,no,1,35.93881945559706,1,3.0,0.62,0.45,59,0,0,male,56,usa,delhi,sme,web,quarterly,5,service,satisfied,False,False,False,False,0,Low Risk,0.2486999326085493,0,No Action
cust_00061,27,1,5.626137004810996,4,-0.22,3,10,10,1,yes,no,2,22.506607114960165,0,3.0,0.59,0.4,-33,0,0,male,21,canada,berlin,individual,web,monthly,1,technical,satisfied,False,False,False,False,0,Low Risk,0.46417956930469795,1,Monitor Closely
cust_00062,25,6,11.15873803906122,3,0.01,25,20,700,0,yes,no,2,33.26707232654894,0,4.0,0.88,0.37,39,1,1,male,59,australia,london,sme,mobile,yearly,35,service,neutral,False,False,False,False,0,Low Risk,0.400978223139126,1,Monitor Closely
cust_00063,17,3,12.051570326421883,4,-0.06,13,20,700,0,yes,no,1,36.28579911694359,0,2.0,0.67,0.07,94,0,0,male,30,usa,new york,individual,web,monthly,35,technical,satisfied,False,False,False,False,0,Low Risk,0.44558203390282825,1,Monitor Closely
cust_00064,19,0,15.179540884293129,5,-0.12,9,10,120,1,no,no,3,33.16694971327691,0,4.0,0.32,0.01,33,1,0,male,51,usa,sydney,individual,web,yearly,12,technical,satisfied,False,False,True,False,1,Medium Risk,0.5276640799712906,1,Targeted Offer / Discount
cust_00065,7,0,23.3082550906363,6,0.02,23,30,1080,0,yes,yes,3,31.224061964874053,1,4.0,0.48,0.05,67,0,0,male,59,canada,london,individual,web,monthly,36,no complaint,satisfied,True,False,True,False,2,Medium Risk,0.5879710617586883,1,Targeted Offer / Discount
cust_00066,20,5,17.727144801829468,4,-0.13,0,50,1050,1,no,yes,2,17.062046825596674,0,3.0,0.45,0.23,0,1,0,female,38,uk,berlin,individual,mobile,monthly,21,service,unsatisfied,False,False,False,False,0,Low Risk,0.49998004414276426,1,Monitor Closely
cust_00067,36,2,16.24636952831633,7,0.09,7,20,960,1,yes,no,1,12.20311733225302,0,2.0,0.65,0.27,-39,0,0,female,39,india,toronto,sme,referral,yearly,48,billing,satisfied,False,False,False,False,0,Low Risk,0.42612441043682386,1,Monitor Closely
cust_00068,24,5,7.281570771729517,6,0.01,12,20,860,0,no,no,1,28.53677351179713,0,5.0,0.59,0.32,-2,2,0,male,74,canada,new york,individual,referral,quarterly,43,service,satisfied,False,False,False,False,0,Low Risk,0.3690618568607318,0,No Action
cust_00069,42,0,13.922269262212849,2,-0.02,0,50,400,0,no,no,2,35.07518016065944,0,5.0,0.45,0.03,79,1,0,female,21,india,delhi,individual,mobile,quarterly,8,no complaint,satisfied,False,False,False,False,0,Low Risk,0.24354784165979604,0,No Action
cust_00070,25,5,10.657705746528642,2,0.04,12,20,540,0,no,no,1,24.2726440000758,0,4.0,0.81,0.27,100,2,0,female,35,usa,sydney,enterprise,web,monthly,27,no complaint,neutral,False,False,False,False,0,Low Risk,0.37589459796027447,0,No Action
cust_00071,22,5,7.841616587790844,4,0.1,10,10,90,1,no,yes,1,18.636644507647823,0,2.0,0.13,0.09,-33,2,0,female,22,uk,toronto,individual,web,yearly,9,technical,neutral,False,False,False,False,0,Low Risk,0.47336874644133964,1,Monitor Closely
cust_00072,18,6,1.0,5,0.01,9,30,840,0,yes,no,1,25.85601605427897,0,4.0,0.43,0.38,1,1,0,female,36,germany,sydney,sme,web,yearly,28,no complaint,satisfied,False,False,False,False,0,Low Risk,0.41636598890061705,1,Monitor Closely
cust_00073,39,5,6.7153173810162485,5,-0.03,32,50,1500,1,yes,no,1,31.37173833822371,0,3.0,0.79,0.04,53,3,0,male,19,usa,delhi,enterprise,mobile,monthly,30,billing,satisfied,False,True,False,False,1,Medium Risk,0.4043044479839218,1,Targeted Offer / Discount
cust_00074,15,7,27.21491300956673,3,-0.01,2,30,420,0,yes,no,3,47.066245287046016,0,5.0,0.12,0.5,44,2,0,female,29,canada,dhaka,enterprise,mobile,monthly,14,billing,neutral,False,False,True,False,1,Medium Risk,0.3950645380943943,0,No Action
cust_00075,12,6,23.158078444131448,8,0.13,35,50,1150,0,yes,no,1,33.49090483245683,0,4.0,0.83,0.25,26,1,0,male,34,germany,new york,sme,mobile,quarterly,23,billing,satisfied,True,True,False,False,2,Medium Risk,0.5433611365917355,1,Targeted Offer / Discount
cust_00076,11,1,9.025624677591097,4,-0.21,25,50,1450,1,no,no,0,19.291813740483427,1,2.0,0.47,0.42,1,0,0,female,27,australia,berlin,individual,web,yearly,29,billing,unsatisfied,True,False,False,False,1,Medium Risk,0.6698297587824296,1,Targeted Offer / Discount
cust_00077,42,2,11.617056374949732,9,0.01,16,70,1820,0,no,no,1,25.00014652177512,0,3.0,0.64,0.44,15,3,0,female,51,germany,sydney,enterprise,web,quarterly,26,no complaint,neutral,False,False,False,False,0,Low Risk,0.2884499706249685,0,No Action
cust_00078,21,0,32.60016552142086,1,0.22,25,50,1100,1,yes,no,1,38.0296557615061,1,5.0,0.73,0.24,39,1,0,female,23,canada,new york,sme,web,yearly,22,billing,neutral,False,False,False,False,0,Low Risk,0.5622693734168955,1,Monitor Closely
cust_00079,20,6,31.660392796475012,2,0.15,33,20,300,0,yes,no,1,20.81343047798432,1,5.0,0.58,0.03,-64,1,0,male,25,bangladesh,sydney,sme,mobile,monthly,15,technical,unsatisfied,False,True,False,False,1,Medium Risk,0.4573403909687759,1,Targeted Offer / Discount
cust_00080,25,2,16.508693873052273,1,0.06,8,20,1020,1,no,yes,2,19.660778628381163,0,5.0,0.15,0.17,-42,1,0,female,68,germany,toronto,individual,web,yearly,51,technical,satisfied,False,False,False,False,0,Low Risk,0.4644677121403723,1,Monitor Closely
cust_00081,17,7,20.236770866722445,6,0.1,5,10,90,1,yes,yes,3,26.198628263857735,2,4.0,0.54,0.43,1,1,0,male,28,canada,sydney,enterprise,mobile,monthly,9,billing,neutral,False,False,True,False,1,Medium Risk,0.547325908479707,1,Targeted Offer / Discount
cust_00082,12,3,17.08881608166477,6,0.36,3,20,520,0,no,no,2,16.607304116671422,1,3.0,0.19,0.45,10,1,0,female,74,bangladesh,dhaka,sme,web,monthly,26,technical,satisfied,True,False,False,False,1,Medium Risk,0.49854560722206026,1,Targeted Offer / Discount
cust_00083,11,1,12.80170590909252,6,0.05,2,20,340,0,no,no,1,23.123570376440576,0,3.0,0.49,0.48,5,3,0,male,29,usa,toronto,sme,mobile,monthly,17,technical,satisfied,True,False,False,False,1,Medium Risk,0.46058569584156256,1,Targeted Offer / Discount
cust_00084,11,3,16.935084014882968,7,-0.05,7,50,450,0,no,no,1,8.736811836497063,1,4.0,0.19,0.13,39,2,0,female,26,bangladesh,toronto,individual,web,quarterly,9,technical,neutral,True,False,False,False,1,Medium Risk,0.5186312572419193,1,Targeted Offer / Discount
cust_00085,0,1,19.412293070586703,7,0.21,15,20,60,1,yes,no,0,16.225823143501692,1,3.0,0.13,0.03,88,0,0,male,19,uk,new york,individual,web,monthly,3,technical,satisfied,True,False,False,False,1,Medium Risk,0.7324058799555386,1,Targeted Offer / Discount
cust_00086,20,4,22.368647298708673,6,0.05,4,50,2850,0,no,no,1,25.44715626778054,1,4.0,0.16,0.49,15,1,0,male,25,australia,london,enterprise,web,yearly,57,technical,satisfied,False,False,False,False,0,Low Risk,0.4286817291864405,1,Monitor Closely
cust_00087,4,3,17.29903630165888,3,-0.25,17,100,1600,0,no,no,2,25.60697898790763,0,4.0,0.29,0.37,22,1,0,female,28,bangladesh,delhi,individual,web,yearly,16,no complaint,satisfied,True,False,False,False,1,Medium Risk,0.5771767446799255,1,Targeted Offer / Discount
cust_00088,25,6,17.196418338992782,7,0.05,6,50,650,0,no,yes,0,22.71849160008816,1,4.0,0.39,0.17,80,2,0,male,70,uk,sydney,individual,web,quarterly,13,billing,satisfied,False,False,False,False,0,Low Risk,0.3773129529066251,0,No Action
cust_00089,28,4,6.145405880843796,5,0.1,2,50,1300,0,no,no,3,30.796739985777144,1,3.0,0.78,0.43,-27,0,0,female,53,uk,berlin,sme,referral,monthly,26,no complaint,satisfied,False,False,True,False,1,Medium Risk,0.3505331872506284,0,No Action
cust_00090,13,5,9.222364270439003,6,-0.12,9,30,510,0,no,no,0,26.81470176554447,0,5.0,0.13,0.05,61,0,0,female,27,uk,toronto,individual,web,monthly,17,technical,satisfied,True,False,False,False,1,Medium Risk,0.4717023660541397,1,Targeted Offer / Discount
cust_00091,23,2,2.3202353997671725,5,0.32,27,20,640,0,no,no,2,23.628089126455563,0,2.0,0.73,0.13,8,0,0,female,38,bangladesh,london,individual,web,monthly,32,service,satisfied,False,False,False,False,0,Low Risk,0.4504918604625067,1,Monitor Closely
cust_00092,27,3,18.31386576641149,8,-0.07,1,10,240,0,yes,no,3,27.0711804896054,0,3.0,0.16,0.13,-7,0,0,female,37,canada,toronto,individual,mobile,quarterly,24,technical,satisfied,False,False,True,False,1,Medium Risk,0.356559691982482,0,No Action
cust_00093,35,0,11.002849942208208,9,-0.06,7,30,1620,0,no,no,1,10.191430871482094,0,3.0,0.82,0.06,75,1,0,female,65,canada,london,individual,mobile,monthly,54,billing,unsatisfied,False,False,False,False,0,Low Risk,0.3513998850976577,0,No Action
cust_00094,16,5,13.60544438069796,5,0.16,0,20,1140,0,no,no,0,2.5319324904463336,0,3.0,0.68,0.49,35,2,0,female,25,australia,london,individual,web,quarterly,57,service,unsatisfied,False,False,False,False,0,Low Risk,0.4477076793284521,1,Monitor Closely
cust_00095,5,1,15.602439897373792,6,0.11,14,30,1080,0,no,no,3,30.23055931268139,0,2.0,0.61,0.29,16,1,0,female,53,canada,berlin,individual,mobile,quarterly,36,service,neutral,True,False,True,False,2,Medium Risk,0.5548915067798179,1,Targeted Offer / Discount
cust_00096,10,7,17.110946962047787,4,0.05,20,30,1590,0,no,no,1,25.89525776295612,0,4.0,0.12,0.12,-13,2,0,female,46,india,london,individual,mobile,quarterly,53,billing,unsatisfied,True,False,False,False,1,Medium Risk,0.48361130396218766,1,Targeted Offer / Discount
cust_00097,3,7,1.6712679694356165,1,0.09,2,30,660,0,no,no,1,19.232957694719587,0,4.0,0.63,0.48,-33,0,1,female,59,canada,berlin,sme,web,monthly,22,technical,satisfied,True,False,False,False,1,Medium Risk,0.5116864674178915,1,Targeted Offer / Discount
cust_00098,24,0,17.70185946050415,4,-0.03,1,20,180,0,yes,no,1,8.936036829054027,0,4.0,0.29,0.12,-69,0,0,female,29,canada,new york,enterprise,mobile,quarterly,9,no complaint,unsatisfied,False,False,False,False,0,Low Risk,0.38540294713470996,0,No Action
cust_00099,0,6,12.237442367433712,4,-0.05,0,20,440,0,no,yes,1,22.648639723860573,0,5.0,0.77,0.46,24,2,0,female,31,canada,toronto,individual,web,monthly,22,billing,neutral,True,False,False,False,1,Medium Risk,0.5226594084848888,1,Targeted Offer / Discount
